scenario,initialization,h,T,dt,num_steps,n_layer,n_bulk,ny,full_num_cells,full_num_dofs,reduced_num_cells,reduced_num_dofs,E_L2_T,rel_E_L2_T,rate_E_L2_T,E_B_T,rel_E_B_T,rate_E_B_T,E_J_L2_rel,rate_E_J_L2_rel,E_J_T,rel_E_J_T,rate_E_J_T,E_M_T,rel_E_M_T,rate_E_M_T,J_full_0,J_red_0,initial_flux_mismatch,J_full_T,J_red_T,M_full_T,M_red_T,B_full_T,B_red_T,Q_outer_full_T,Q_outer_red_T,max_full_balance_residual,max_full_balance_normalized,global_full_balance_error,max_reduced_balance_residual,max_reduced_balance_normalized,global_reduced_balance_error,max_reduced_robin_flux_mismatch,full_cumulative_consistency_error,reduced_cumulative_consistency_error,elapsed_seconds
time_dependent,prepared,0.08,1.0,0.0005,2000,16,128,128,36864,18705,32768,16641,0.0003851042960413065,0.0022502799971676904,,0.00034019846980754,0.002258324037605531,,0.006467330266847591,,0.00034334854160633643,0.0019314686688696903,,0.0013877014233599216,0.0042393154301898295,,0.7246376811594203,0.7246376811594207,4.440892098500626e-16,0.17776552482586555,0.17742217628425921,0.32734092242288815,0.3259532209995282,0.1506420089157124,0.15030181044590485,0.32751580400679653,0.32676177980680193,1.967551013608293e-13,1.357610199400008e-13,8.743006318923108e-15,2.764129203303156e-12,1.9072491502660693e-12,1.8239298960054384e-12,2.7491342535768126e-12,7.216449660063518e-16,4.440892098500626e-16,1821.705606513
